,Comment,Emotion
3486,leave nursing home week feel joyful ready come back,joy
3487,understand chronically live make healthy people feel threatened afraid,fear
3488,use around grandeur find feel intimidate,fear
3489,see facebook right make feel proud excited parent also sad baby little squirt go forever,joy
3490,child suffer nightmare even since,fear
3491,say felt need say addition feel bitchy,anger
3492,find scent pretty generic actually feel like bath amp bodywork not invest much time collection like create sweet paris decide throw together two predictable scent,joy
3493,feel little relaxed,joy
3494,feel control less frightened headache migraine attack excellent service,fear
3495,feel strange shift we heat we intensifying get excite nerve bubble inside,fear
3496,loathe stuff animal make feel bit violent know punch,anger
3497,lie bed feel anxious knot stomach,fear
3498,always think say feel little hesitant always think say feel little hesitant post may th admin,fear
3499,feel disgusted body,anger
3500,last academic year ie closure,fear
3501,depress actually feel inspire,joy
3502,actually think would feel bothered since ehb woman ow spend quite bit time together not feel much anything,anger
3503,feel reluctant leave,fear
3504,grin peter feeling somehow triumphant partially force,joy
3505,feel must apologise little giggly tonight receive raise eyebrow sensible member youth orchestra,joy
3506,usually tell feel frustrated whatever reason ask help fix,anger
3507,try make anyone feel uncomfortable,fear
3508,feel like impostor work smile talk behavior contract positive reinforcement cognitive reframe physical activity mean diminish dissolve defer pain reality,joy
3509,sure jeremy feel quite friendly later luka href http blog,joy
3510,feel helpless know deke go die fuckin thing,fear
3511,also think puzzle particular administrator single praise ability get student read feel ssr time productive use class time,joy
3512,feel shaky weak light head start yesterday morning wake breathe properly matter many deep breath take feel enough oxygen go,fear
3513,horrible anxiety dream every night last week make feel really paranoid course read conspiracy theory unsolved crime online not hugely help matter,fear
3514,feel really confident move tomorrow juice smoothie raw vegan meal menu routine,joy
3515,see nothing dining room table move think start feel safe come,joy
3516,leave feel helpless little sad,fear
3517,feel irritated,anger
3518,feel mellow evening,joy
3519,know person miserable year still feel pretty shaken,fear
3520,still feel little shake,fear
3521,spare gear bike cope two puncture feel particularly paranoid race tyre already two puncture previous three time take train,fear
3522,feel bit greedy,anger
3523,buy synthetic pearl feel need use elegant jewelry trinket,joy
3524,feel resentful try control also want anything rash,anger
3525,feel agitated simply irritated,anger
3526,really feel skeptical politician lately tomfoolery shenanigan go washington nice read book subject people take action though advocate action take,fear
3527,feel unsure scared talk,fear
3528,could look coordinate cave feel adventurous decide find tibris direction,joy
3529,say feel like hate,anger
3530,feel inspire write parody piece today much bad mood,joy
3531,feel festive sitting address book list christmas song background write personal message one congratulation exam result,joy
3532,feel artistic feel stellar,joy
3533,go feeling say fearful conflicted,fear
3534,feel care accept,joy
3535,feel like value part family great friendly rapport three we,joy
3536,must ask column make feel hateful keep log,anger
3537,get lot crazy shit go love feel hopeful future,joy
3538,feel like reluctant queen task rule nation miscreant exactly like,fear
3539,start feel scared safety wish officer leave matter much hate,fear
3540,really feel impatient,anger
3541,get really fuck last night get really really really fuck load downer bad idea bad idea feel like neurotic mess right can not handle can not handle can not handle,fear
3542,feel stressed bad day take walk run,anger
3543,feel frantic hump hip moaning suck tongue mouth,fear
3544,know feel way would seem greedy nice expect someone splurge spur moment ask,anger
3545,wrong feel aggravate,anger
3546,feel world spin around bed couple glass wine not get suspicious,fear
3547,feel shy afraid keep point view,fear
3548,dance feel pretty,joy
3549,feel confused,fear
3550,highly critical dennis covington book article must admit say something merit discussion note closing chapter feeling god dangerous business,anger
3551,love hear handle type situation well story feel free share,joy
3552,guess talk enough people realize feel intimidate meet other first time,fear
3553,get feeling friend hate deeply whatever do,anger
3554,feel like scared good thing sabotage right maybe give space hell come back feel like much space still not feel like enough,fear
3555,kick throat feel terrific,joy
3556,hope make time play along feeling sketch popular one,joy
3557,feel relaxed,joy
3558,feel like shake funk float around last bit,fear
3559,personally feel confront violent death absolute openness example video something manage yet,anger
3560,hear whir motor feel stir cool air,joy
3561,literally feel hateful glare direct,anger
3562,honestly feel bit pressure make post photo state want giant beer soon not even know say,fear
3563,get overall dark uncomfortable feeling choose stay end disrupt rude,anger
3564,feel distraught tonight,fear
3565,really feel bother specific issue feel like throw couple hundred euro wall,anger
3566,feel ecstatic long belong school,joy
3567,back shire although lovely reunite field feel bit restless miss london life,fear
3568,can not quite believe feel lively awake th morning age,joy
3569,feel assure bet know relate,joy
3570,feel emotionally vulnerable right want throw peace go back party hard,fear
3571,find feel angry,anger
3572,feel paranoid fuck think people would look,fear
3573,hardly feel like weekend not get fuck,anger
3574,feel like failure like fuck medically manage,anger
3575,particular feel uncomfortable even assert ever love,fear
3576,less honest blog not report feel petty right,anger
3577,tired feel fabulous freak proud moment continue push train get far comfort zone,joy
3578,could feel go happen end still startle,fear
3579,fail feel pretty relaxed,joy
3580,feel oddly peaceful,joy
3581,feel bashful discuss closet gamer yet million people around world thing,fear
