,Comment,Emotion
6768,feel something inside paul say fuck let let go go broke,sadness
6769,still somewhat cough feel like ok without inhaler except right exercise,joy
6770,watch video first time feel bit bitchy thought outfits,anger
6771,feel deprive calorie day,sadness
6772,tell whenever feel hesitant start muay thai,fear
6773,feel angry selfish give absolutely nothing go,anger
6774,feel like blink miss,sadness
6775,feeling david go turn terrific father already expose newborn son world geek,joy
6776,used feel empty not know happiness feel like,sadness
6777,know feel physically abuse child family member beat father til die old brother beat til move,sadness
6778,feel invigorated ready take flight airport,joy
6779,ever start feel successful thing life,joy
6780,not know else word miss feeling respect guy able hold guy hand around mall know mine,joy
6781,feel though successful,joy
6782,feel like live character feel pain suffer,sadness
6783,feel defeat weirdo can not adjust motherhood,sadness
6784,kind like feeling long ache spring,love
6785,even feel faithful,love
6786,pull reread feel low,sadness
6787,feel friendly nice,joy
6788,feel bit like naughty child sure post today,love
6789,feel sarcastic today,anger
6790,actually prefer peep toe shoe will not notice shoe feel funny,surprise
6791,feel glamorous anymore kangna ranaut href http www,joy
6792,feel ignore invisible every weekend miserable,sadness
6793,start feel homesick first time life even though live abroad year,sadness
6794,leave feel slightly intimidate overwhelmed,fear
6795,feel little groggy mild headache non wild crazy evening,sadness
6796,get mad brain slow summer get frustrated work not get do forget thing top feel lousy good chunk year,sadness
6797,hear hum make feeling warmth leg shift little strange need,fear
6798,feel fucking heartbroken,sadness
6799,start feel cold like symptom light nausea cough tiredness,anger
6800,feel precious moment nursing bring,joy
6801,listen dubstep feel damn irritated,anger
6802,actually feel content,joy
6803,start feel daze,surprise
6804,feel need reason everything hate subject thunder lighten unnecessary,sadness
6805,not even know describe feel like sad understand decision can not control mad,sadness
6806,look list think wonder idea feel like blank,sadness
6807,feel fearful,fear
6808,often feel bother inability stop love people matter much time pass deeply wrong,anger
6809,feel proud work playful enrich curiosity encourage environment work create future kindergartener come school,joy
6810,really come intense struggle since move say proud way give respect feel however need feel mad stress whatever yet still pull together fix issue,anger
6811,feel petty,anger
6812,usually probably come fact vm feel entertain like love character,joy
6813,feel bit dishearten blog wise recently,sadness
6814,feel energetic motivated kid day move slowly,joy
6815,able share idea without feel stupid already know dumb,sadness
6816,feel excited exam leave freedom wish superduperreally luck,joy
6817,feel cranky christmas,anger
6818,falter blurt something offend please understand still learn probably feel foolish sound,sadness
6819,feel little less fearful,fear
6820,get feeling hate would admit let know hate every single obstacle keep every single leaden block keep place clear path one another arm,anger
6821,want know feeling never feel ever experience gentle touch,love
6822,feel little discouraged give,sadness
6823,also not feel photo friendly late three coldsore face,joy
6824,feel like cold object identity,anger
6825,begin think cut rank frugal antic improv challenge begin feel bit insecure first entry last month,fear
6826,get anatomy first one ever get science class,joy
6827,feel heartbroken people north carolina,sadness
6828,feel like totally supportive,love
6829,feel value vastly underpaid,joy
6830,could never feel kind security intimacy love long lifetime,love
6831,think sick last week get rut feel low like hard get back routine,sadness
6832,not write feel superior power enable abstain throughout year,joy
6833,could genuinely connect enjoy instead withdraw feel resentful,anger
6834,feel rebellious,anger
6835,start explain miserable year reason pathetic feeling embarrassed even describe,sadness
6836,know find job god plan feel little uncertain everything moment,fear
6837,feel really dishearten sad try call ashley later try call rommel,sadness
6838,would like go would not leave without reason would feel highly uncomfortable,fear
6839,feel angel steal greedy jaw death chance pull steady hand give second chance artist ambulance pick ground flash light sound,anger
6840,feel little bit creative,joy
6841,feel little daze,surprise
6842,see fall asleep climb back bed even horizontal awake neck cramp feel hostile cheat,anger
6843,not feel get mean reluctant open really share go,fear
6844,feel overwhelmed nauseous,fear
6845,feel honoured look forward take challenge,joy
6846,feel one stubborn one,anger
6847,always feel like ill finish master raise tell really important finish university kinda feel like intelligent enough really finish see pride,joy
6848,feel like talk creation story forever excited finally able move,joy
6849,find feel shamefully skeptical wisdom popular guru especially come persuasively explain seriously complex phenomenon even offer stand ovation come cheer audience,fear
6850,sure feel shocked honestly,surprise
6851,feel lil restless axel,fear
6852,not think could honestly feel way reason popular incredibly hot,joy
6853,part family feeling accept,joy
6854,feel hated isolate hurt,anger
6855,use hate go work much today feel reassure good job,joy
6856,feel good need vacation vacation,joy
6857,feel like meeting particularly supportive environment expect treat lose weight want lose,love
6858,full stomach nd class day pretty much poope feel lethargic,sadness
6859,usually wake feel kind groggy,sadness
6860,establish rule comp end planning session end day resolve conflict feeling anger anything bother one we fix whatever,anger
6861,sit outside mildly determined write feel gorgeous outside even bug buzz around,joy
6862,feel even blank,sadness
6863,also learn feeling can not hurt unless hold,sadness
6864,try explain feel say supportive go life status quo,love
6865,feel shortage loyal people trust,love
6866,feel little intimidate,fear
6867,go bed late last night feel sort groggy morning,sadness
6868,holiday meet friend try commit suicide leave hospital,sadness
